severity,type,id,detail,files
Low,POVUnknown,sec-03-ch5_rework_narrative-s01,POV 'nan' is not Clara or Avery,sec-03-ch5_rework_narrative
Low,POVUnknown,sec-03-ch6_beatsheet_raid-s01,POV 'nan' is not Clara or Avery,sec-03-ch6_beatsheet_raid
Low,POVUnknown,sec-03-ch6_epilogue-s01,POV 'nan' is not Clara or Avery,sec-03-ch6_epilogue
Low,POVUnknown,sec-03_3.4_synopsis_prologues_add-s01,POV 'nan' is not Clara or Avery,sec-03_3.4_synopsis_prologues_add
Low,POVUnknown,sec-03_3.5_ch1_simplecuriosity_add-s01,POV 'nan' is not Clara or Avery,sec-03_3.5_ch1_simplecuriosity_add
Low,POVUnknown,sec-04-ch6_lore_splinter_of_azathoth-s01,POV 'nan' is not Clara or Avery,sec-04-ch6_lore_splinter_of_azathoth
Low,POVUnknown,sec-04_ch1_integration_add-s01,POV 'nan' is not Clara or Avery,sec-04_ch1_integration_add
Low,POVUnknown,sec-05-ch2_avery_systems_additions-s01,POV 'nan' is not Clara or Avery,sec-05-ch2_avery_systems_additions
Low,POVUnknown,sec-05-ch2_systems_additions-s01,POV 'nan' is not Clara or Avery,sec-05-ch2_systems_additions
Low,POVUnknown,sec-05-ch3_fear_meter_spec-s01,POV 'nan' is not Clara or Avery,sec-05-ch3_fear_meter_spec
Low,POVUnknown,sec-05-ch3_systems_additions-s01,POV 'nan' is not Clara or Avery,sec-05-ch3_systems_additions
Low,POVUnknown,sec-05-ch4_boss_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch4_boss_systems
Low,POVUnknown,sec-05-ch4_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch4_systems
Low,POVUnknown,sec-05-ch5-6_enemies_starvampire-s01,POV 'nan' is not Clara or Avery,sec-05-ch5-6_enemies_starvampire
Low,POVUnknown,sec-05-ch5-6_rogue_ops_comms_sop-s01,POV 'nan' is not Clara or Avery,sec-05-ch5-6_rogue_ops_comms_sop
Low,POVUnknown,sec-05-ch5-6_vehicle_o2_fuel_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch5-6_vehicle_o2_fuel_systems
Low,POVUnknown,sec-05-ch5_dlamp_betsy_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch5_dlamp_betsy_systems
Low,POVUnknown,sec-05-ch5_systems_rework-s01,POV 'nan' is not Clara or Avery,sec-05-ch5_systems_rework
Low,POVUnknown,sec-05-ch6_afteraction_report_spec-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_afteraction_report_spec
Low,POVUnknown,sec-05-ch6_ai_behavior_fsm-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_ai_behavior_fsm
Low,POVUnknown,sec-05-ch6_blueonblue_detection-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_blueonblue_detection
Low,POVUnknown,sec-05-ch6_combat_tuning_params-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_combat_tuning_params
Low,POVUnknown,sec-05-ch6_enemy_resist_interrupt_table-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_enemy_resist_interrupt_table
Low,POVUnknown,sec-05-ch6_loadout_guide-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_loadout_guide
Low,POVUnknown,sec-05-ch6_raid_roe-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_raid_roe
Low,POVUnknown,sec-05-ch6_splinter_vault_mechanics-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_splinter_vault_mechanics
Low,POVUnknown,sec-05-ch6_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch6_systems
Low,POVUnknown,sec-05-deputy_name_randomizer_spec-s01,POV 'nan' is not Clara or Avery,sec-05-deputy_name_randomizer_spec
Low,POVUnknown,sec-05_ch1_flags_data_add-s01,POV 'nan' is not Clara or Avery,sec-05_ch1_flags_data_add
Low,POVUnknown,sec-06-ch2_avery_world_content-s01,POV 'nan' is not Clara or Avery,sec-06-ch2_avery_world_content
Low,POVUnknown,sec-06-ch3_world_content-s01,POV 'nan' is not Clara or Avery,sec-06-ch3_world_content
Low,POVUnknown,sec-06-ch4_world_content-s01,POV 'nan' is not Clara or Avery,sec-06-ch4_world_content
Low,POVUnknown,sec-06-ch5-6_callsigns_and_nodes-s01,POV 'nan' is not Clara or Avery,sec-06-ch5-6_callsigns_and_nodes
Low,POVUnknown,sec-06-ch5-6_ironhighway_routebook-s01,POV 'nan' is not Clara or Avery,sec-06-ch5-6_ironhighway_routebook
Low,POVUnknown,sec-06-ch5-6_world_dlamp_ironhighway-s01,POV 'nan' is not Clara or Avery,sec-06-ch5-6_world_dlamp_ironhighway
Low,POVUnknown,sec-06-ch5_world_content-s01,POV 'nan' is not Clara or Avery,sec-06-ch5_world_content
Low,POVUnknown,sec-06-ch6_ascii_map-s01,POV 'nan' is not Clara or Avery,sec-06-ch6_ascii_map
Low,POVUnknown,sec-06-ch6_route_encounter_tables-s01,POV 'nan' is not Clara or Avery,sec-06-ch6_route_encounter_tables
Low,POVUnknown,sec-06-ch6_srs_secret_annex_world-s01,POV 'nan' is not Clara or Avery,sec-06-ch6_srs_secret_annex_world
Low,POVUnknown,sec-06-ch6_stealth_breaker_cameraloops-s01,POV 'nan' is not Clara or Avery,sec-06-ch6_stealth_breaker_cameraloops
Low,POVUnknown,sec-06_ch1_world_layouts_add-s01,POV 'nan' is not Clara or Avery,sec-06_ch1_world_layouts_add
Low,POVUnknown,sec-07-ch2_avery_ui_prompts-s01,POV 'nan' is not Clara or Avery,sec-07-ch2_avery_ui_prompts
Low,POVUnknown,sec-07-ch3_ui_prompts-s01,POV 'nan' is not Clara or Avery,sec-07-ch3_ui_prompts
Low,POVUnknown,sec-07-ch4_ui_spell_equip-s01,POV 'nan' is not Clara or Avery,sec-07-ch4_ui_spell_equip
Low,POVUnknown,sec-07-ch5-6_ui_prompts_consolidated-s01,POV 'nan' is not Clara or Avery,sec-07-ch5-6_ui_prompts_consolidated
Low,POVUnknown,sec-07-ch5_ui_prompts-s01,POV 'nan' is not Clara or Avery,sec-07-ch5_ui_prompts
Low,POVUnknown,sec-07-ch6_prompts_verification-s01,POV 'nan' is not Clara or Avery,sec-07-ch6_prompts_verification
Low,POVUnknown,sec-07-ch6_raid_ui_prompts-s01,POV 'nan' is not Clara or Avery,sec-07-ch6_raid_ui_prompts
Low,POVUnknown,sec-07-ch6_ui_flow-s01,POV 'nan' is not Clara or Avery,sec-07-ch6_ui_flow
Low,POVUnknown,sec-07_ch1_medstat_notes_add-s01,POV 'nan' is not Clara or Avery,sec-07_ch1_medstat_notes_add
Low,POVUnknown,sec-08-ch5-6_audio_soundscape-s01,POV 'nan' is not Clara or Avery,sec-08-ch5-6_audio_soundscape
Low,POVUnknown,ch6-1994,POV 'nan' is not Clara or Avery,sec-09-period_audit_ch5-ch6_1994
Low,POVUnknown,tdd_ch1_device_hooks_add-s01,POV 'nan' is not Clara or Avery,tdd_ch1_device_hooks_add
Low,POVUnknown,update_log-s01,POV 'nan' is not Clara or Avery,update_log
Low,POVUnknown,glossary_1994-s01,POV 'nan' is not Clara or Avery,glossary_1994
Low,POVUnknown,period_check_core_terms_1994-s01,POV 'nan' is not Clara or Avery,period_check_core_terms_1994
Low,POVUnknown,refs_seed_1994-s01,POV 'nan' is not Clara or Avery,refs_seed_1994
Low,POVUnknown,ch6-raid-rules-s01,POV 'nan' is not Clara or Avery,ch6-raid-rules
Low,POVUnknown,app_checklist-s01,POV 'nan' is not Clara or Avery,app_checklist
Low,POVUnknown,branding-s01,POV 'nan' is not Clara or Avery,branding
Low,POVUnknown,store_copy-s01,POV 'nan' is not Clara or Avery,store_copy
Low,POVUnknown,1994_replacements_guide-s01,POV 'nan' is not Clara or Avery,1994_replacements_guide
Low,POVUnknown,milestone_template-s01,POV 'nan' is not Clara or Avery,milestone_template
Low,POVUnknown,0a_avery_prologue_beat2objective_20250814t0941z-s01,POV 'nan' is not Clara or Avery,0a_avery_prologue_beat2objective_20250814t0941z
Low,POVUnknown,0b_clara_prologue_beat2objective_20250814t0941z-s01,POV 'nan' is not Clara or Avery,0b_clara_prologue_beat2objective_20250814t0941z
Low,POVUnknown,assetlist_0a_quantico-s01,POV 'nan' is not Clara or Avery,assetlist_0a_quantico
Low,POVUnknown,assetlist_0b_betsyapt-s01,POV 'nan' is not Clara or Avery,assetlist_0b_betsyapt
Low,POVUnknown,assetlist_ch1_brightstar-s01,POV 'nan' is not Clara or Avery,assetlist_ch1_brightstar
Low,POVUnknown,assets_0a_quantico_1989_20250814t1030z-s01,POV 'nan' is not Clara or Avery,assets_0a_quantico_1989_20250814t1030z
Low,POVUnknown,assets_0b_betsysapt_1994_20250814t1030z-s01,POV 'nan' is not Clara or Avery,assets_0b_betsysapt_1994_20250814t1030z
Low,POVUnknown,ch1-state-s01,POV 'nan' is not Clara or Avery,ch1-state
Low,POVUnknown,ch1_beat2objective-s01,POV 'nan' is not Clara or Avery,ch1_beat2objective
Low,POVUnknown,ch1_narrative_corrections_worksheet-s01,POV 'nan' is not Clara or Avery,ch1_narrative_corrections_worksheet
Low,POVUnknown,ch1_outline_simplecuriosity-s01,POV 'nan' is not Clara or Avery,ch1_outline_simplecuriosity
Low,POVUnknown,ch1_polishchecklist-s01,POV 'nan' is not Clara or Avery,ch1_polishchecklist
Low,POVUnknown,ch1_stringkeymanifest-s01,POV 'nan' is not Clara or Avery,ch1_stringkeymanifest
Low,POVUnknown,ch2-state-s01,POV 'nan' is not Clara or Avery,ch2-state
Low,POVUnknown,ch2_avery_tracker-s01,POV 'nan' is not Clara or Avery,ch2_avery_tracker
Low,POVUnknown,ch3_scoring_table-s01,POV 'nan' is not Clara or Avery,ch3_scoring_table
Low,POVUnknown,ch3_trackers-s01,POV 'nan' is not Clara or Avery,ch3_trackers
Low,POVUnknown,ch4_convergence_rework-s01,POV 'nan' is not Clara or Avery,ch4_convergence_rework
Low,POVUnknown,ch4_scoring_table-s01,POV 'nan' is not Clara or Avery,ch4_scoring_table
Low,POVUnknown,ch4_tracker-s01,POV 'nan' is not Clara or Avery,ch4_tracker
Low,POVUnknown,ch5-6_build_verification-s01,POV 'nan' is not Clara or Avery,ch5-6_build_verification
Low,POVUnknown,ch5-6_combat_evidence_scoring-s01,POV 'nan' is not Clara or Avery,ch5-6_combat_evidence_scoring
Low,POVUnknown,ch5-6_deepdlamp_flags-s01,POV 'nan' is not Clara or Avery,ch5-6_deepdlamp_flags
Low,POVUnknown,ch5-6_dlamp_evidence_index-s01,POV 'nan' is not Clara or Avery,ch5-6_dlamp_evidence_index
Low,POVUnknown,ch5-6_krill_handler_log-s01,POV 'nan' is not Clara or Avery,ch5-6_krill_handler_log
Low,POVUnknown,ch5_tracker-s01,POV 'nan' is not Clara or Avery,ch5_tracker
Low,POVUnknown,ch6_balance_telemetry_spec-s01,POV 'nan' is not Clara or Avery,ch6_balance_telemetry_spec
Low,POVUnknown,ch6_blueonblue_test_plan-s01,POV 'nan' is not Clara or Avery,ch6_blueonblue_test_plan
Low,POVUnknown,ch6_bug_triage_template-s01,POV 'nan' is not Clara or Avery,ch6_bug_triage_template
Low,POVUnknown,ch6_ending_scorecard-s01,POV 'nan' is not Clara or Avery,ch6_ending_scorecard
Low,POVUnknown,ch6_flags_endings-s01,POV 'nan' is not Clara or Avery,ch6_flags_endings
Low,POVUnknown,ch6_known_issues-s01,POV 'nan' is not Clara or Avery,ch6_known_issues
Low,POVUnknown,ch6_operational_checklist-s01,POV 'nan' is not Clara or Avery,ch6_operational_checklist
Low,POVUnknown,ch6_playtest_log_sheet-s01,POV 'nan' is not Clara or Avery,ch6_playtest_log_sheet
Low,POVUnknown,ch6_qa_test_cases-s01,POV 'nan' is not Clara or Avery,ch6_qa_test_cases
Low,POVUnknown,ch6_scoring_raid-s01,POV 'nan' is not Clara or Avery,ch6_scoring_raid
Low,POVUnknown,ch6_tracker-s01,POV 'nan' is not Clara or Avery,ch6_tracker
Low,POVUnknown,ch7-city-rules-s01,POV 'nan' is not Clara or Avery,ch7-city-rules
Low,POVUnknown,ch7-state-s01,POV 'nan' is not Clara or Avery,ch7-state
Low,POVUnknown,developer-guides-s01,POV 'nan' is not Clara or Avery,developer-guides
Low,POVUnknown,devices_storage_1994-s01,POV 'nan' is not Clara or Avery,devices_storage_1994
Low,POVUnknown,epilogue-state-s01,POV 'nan' is not Clara or Avery,epilogue-state
Low,POVUnknown,epilogue-validation-s01,POV 'nan' is not Clara or Avery,epilogue-validation
Low,POVUnknown,evidence-caps-s01,POV 'nan' is not Clara or Avery,evidence-caps
Low,POVUnknown,glossary_1994_terms-s01,POV 'nan' is not Clara or Avery,glossary_1994_terms
Low,POVUnknown,inlinepatch_sec-04_ch1-s01,POV 'nan' is not Clara or Avery,inlinepatch_sec-04_ch1
Low,POVUnknown,inlinepatch_sec-04_prologues-s01,POV 'nan' is not Clara or Avery,inlinepatch_sec-04_prologues
Low,POVUnknown,inlinepatch_sec-05_ch1-s01,POV 'nan' is not Clara or Avery,inlinepatch_sec-05_ch1
Low,POVUnknown,inlinepatch_sec-05_prologues-s01,POV 'nan' is not Clara or Avery,inlinepatch_sec-05_prologues
Low,POVUnknown,inlinepatch_tdd_ch1-s01,POV 'nan' is not Clara or Avery,inlinepatch_tdd_ch1
Low,POVUnknown,inlinepatch_tdd_prologues-s01,POV 'nan' is not Clara or Avery,inlinepatch_tdd_prologues
Low,POVUnknown,microtac_feature_pairs-s01,POV 'nan' is not Clara or Avery,microtac_feature_pairs
Low,POVUnknown,ch5-6,POV 'nan' is not Clara or Avery,milestone_v0.6-ch5-6-merge
Low,POVUnknown,narr-tracker_playbook-outline_sync_v0.1-s01,POV 'nan' is not Clara or Avery,narr-tracker_playbook-outline_sync_v0.1
Low,POVUnknown,narr-tracker_prologues_v0.3-s01,POV 'nan' is not Clara or Avery,narr-tracker_prologues_v0.3
Low,POVUnknown,period_sweep_violations_ch5-ch6-s01,POV 'nan' is not Clara or Avery,period_sweep_violations_ch5-ch6
Low,POVUnknown,project_summary-s01,POV 'nan' is not Clara or Avery,project_summary
Low,POVUnknown,prologues_polishchecklist-s01,POV 'nan' is not Clara or Avery,prologues_polishchecklist
Low,POVUnknown,prologues_stringkeymanifest-s01,POV 'nan' is not Clara or Avery,prologues_stringkeymanifest
Low,POVUnknown,prop_sec-04_loops_prologues-s01,POV 'nan' is not Clara or Avery,prop_sec-04_loops_prologues
Low,POVUnknown,prop_sec-05_systems_prologuesflags-s01,POV 'nan' is not Clara or Avery,prop_sec-05_systems_prologuesflags
Low,POVUnknown,prop_tdd_evidence_fieldpad_prologueshooks-s01,POV 'nan' is not Clara or Avery,prop_tdd_evidence_fieldpad_prologueshooks
Low,POVUnknown,pr_closeout_checklist_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_closeout_checklist_ch5-ch6
Low,POVUnknown,pr_crosscheck_results_log-s01,POV 'nan' is not Clara or Avery,pr_crosscheck_results_log
Low,POVUnknown,pr_reviewer_assignment_matrix-s01,POV 'nan' is not Clara or Avery,pr_reviewer_assignment_matrix
Low,POVUnknown,pr_reviewer_findings_log_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_reviewer_findings_log_ch5-ch6
Low,POVUnknown,pr_run_log_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_run_log_ch5-ch6
Low,POVUnknown,pr_signoff_form_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_signoff_form_ch5-ch6
Low,POVUnknown,pr_status_board_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_status_board_ch5-ch6
Low,POVUnknown,pr_status_board_ch7-s01,POV 'nan' is not Clara or Avery,pr_status_board_ch7
Low,POVUnknown,pr_triage_template_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_triage_template_ch5-ch6
Low,POVUnknown,pr_validation_master_checklist_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_validation_master_checklist_ch5-ch6
Low,POVUnknown,pr_validation_results_summary_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_validation_results_summary_ch5-ch6
Low,POVUnknown,pr_validation_results_summary_ch7-s01,POV 'nan' is not Clara or Avery,pr_validation_results_summary_ch7
Low,POVUnknown,pr_validation_tasklist_ch5-ch6-s01,POV 'nan' is not Clara or Avery,pr_validation_tasklist_ch5-ch6
Low,POVUnknown,pr_validation_tasklist_ch7-s01,POV 'nan' is not Clara or Avery,pr_validation_tasklist_ch7
Low,POVUnknown,qatelemetry_0a_quantico-s01,POV 'nan' is not Clara or Avery,qatelemetry_0a_quantico
Low,POVUnknown,qatelemetry_0b_betsyapt-s01,POV 'nan' is not Clara or Avery,qatelemetry_0b_betsyapt
Low,POVUnknown,qatelemetry_ch1-s01,POV 'nan' is not Clara or Avery,qatelemetry_ch1
Low,POVUnknown,root_cutlist_removals_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_cutlist_removals_ch5-ch6
Low,POVUnknown,root_file_ownership_matrix-s01,POV 'nan' is not Clara or Avery,root_file_ownership_matrix
Low,POVUnknown,root_integration_completion_ticket-s01,POV 'nan' is not Clara or Avery,root_integration_completion_ticket
Low,POVUnknown,root_issue_template_ch5-ch6_merge-s01,POV 'nan' is not Clara or Avery,root_issue_template_ch5-ch6_merge
Low,POVUnknown,root_merge_paste_progress-s01,POV 'nan' is not Clara or Avery,root_merge_paste_progress
Low,POVUnknown,root_merge_reviewer_checklist-s01,POV 'nan' is not Clara or Avery,root_merge_reviewer_checklist
Low,POVUnknown,root_merge_risk_register-s01,POV 'nan' is not Clara or Avery,root_merge_risk_register
Low,POVUnknown,root_merge_smoke_checks-s01,POV 'nan' is not Clara or Avery,root_merge_smoke_checks
Low,POVUnknown,root_merge_status_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_merge_status_ch5-ch6
Low,POVUnknown,root_metrics_snapshot_template-s01,POV 'nan' is not Clara or Avery,root_metrics_snapshot_template
Low,POVUnknown,root_qa_test_cases_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_qa_test_cases_ch5-ch6
Low,POVUnknown,root_regressions_watchlist_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_regressions_watchlist_ch5-ch6
Low,POVUnknown,root_reviewer_questions_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_reviewer_questions_ch5-ch6
Low,POVUnknown,root_review_signoff_sheet-s01,POV 'nan' is not Clara or Avery,root_review_signoff_sheet
Low,POVUnknown,root_seed_test_matrix_ch5-ch6-s01,POV 'nan' is not Clara or Avery,root_seed_test_matrix_ch5-ch6
Low,POVUnknown,sec-03-ch4_narrative-s01,POV 'nan' is not Clara or Avery,sec-03-ch4_narrative
Low,POVUnknown,sec-03-ch6_raid_addendum-s01,POV 'nan' is not Clara or Avery,sec-03-ch6_raid_addendum
Low,POVUnknown,sec-05-ch4_systems-s01,POV 'nan' is not Clara or Avery,sec-05-ch4_systems
Low,POVUnknown,sec-06-ch6_srs_secret_annex_world-s01,POV 'nan' is not Clara or Avery,sec-06-ch6_srs_secret_annex_world
Low,POVUnknown,sec06_ch1_worldlayouts-s01,POV 'nan' is not Clara or Avery,sec06_ch1_worldlayouts
Low,POVUnknown,sec07_ch1_medstat_notes_ui-s01,POV 'nan' is not Clara or Avery,sec07_ch1_medstat_notes_ui
Low,POVUnknown,shotlist_0a_quantico-s01,POV 'nan' is not Clara or Avery,shotlist_0a_quantico
Low,POVUnknown,shotlist_0b_betsyapt-s01,POV 'nan' is not Clara or Avery,shotlist_0b_betsyapt
Low,POVUnknown,shotlist_ch1_brightstar-s01,POV 'nan' is not Clara or Avery,shotlist_ch1_brightstar
Low,POVUnknown,shotlist_ch1_roadside-s01,POV 'nan' is not Clara or Avery,shotlist_ch1_roadside
Low,POVUnknown,startac_hits-s01,POV 'nan' is not Clara or Avery,startac_hits
Low,POVUnknown,tutorialcopy_0a_avery_20250814t0948z-s01,POV 'nan' is not Clara or Avery,tutorialcopy_0a_avery_20250814t0948z
Low,POVUnknown,tutorialcopy_0b_clara_20250814t0948z-s01,POV 'nan' is not Clara or Avery,tutorialcopy_0b_clara_20250814t0948z
Low,POVUnknown,tutorialcopy_ch1_avery-s01,POV 'nan' is not Clara or Avery,tutorialcopy_ch1_avery
Low,POVUnknown,tutorialcopy_ch1_clara-s01,POV 'nan' is not Clara or Avery,tutorialcopy_ch1_clara
Low,POVUnknown,validation_run_report_ch5-ch6-s01,POV 'nan' is not Clara or Avery,validation_run_report_ch5-ch6
Low,POVUnknown,voscript_0a_avery-s01,POV 'nan' is not Clara or Avery,voscript_0a_avery
Low,POVUnknown,voscript_0b_clara-s01,POV 'nan' is not Clara or Avery,voscript_0b_clara
Low,POVUnknown,voscript_ch1_avery-s01,POV 'nan' is not Clara or Avery,voscript_ch1_avery
Low,POVUnknown,voscript_ch1_clara-s01,POV 'nan' is not Clara or Avery,voscript_ch1_clara
